country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Country,Population,Pop. Density (per sq. mi.),Birthrate,Deathrate,Agriculture,Industry,Service,total_cases,total_cases_per_million,new_cases_per_million,new_deaths_per_million,stringency_index,population,population_density,gdp_per_capita,hospital_beds_per_thousand
United Kingdom,2/22/2020,-4,-2,-7,-2,-2,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,9,0.133,0,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/23/2020,-1,-2,-5,3,-1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,9,0.133,0,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/24/2020,-3,-1,-9,-2,-2,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,13,0.191,0.059,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/25/2020,-1,4,3,1,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,13,0.191,0,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/26/2020,1,0,6,-1,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,13,0.191,0,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/27/2020,2,1,8,0,0,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,13,0.191,0,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/28/2020,1,1,-13,0,-1,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,16,0.236,0.044,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,2/29/2020,1,1,-14,-2,0,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,18,0.265,0.029,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/1/2020,7,2,14,5,1,-1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,23,0.339,0.074,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/2/2020,4,4,14,0,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,36,0.53,0.191,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/3/2020,2,3,11,-1,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,40,0.589,0.059,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/4/2020,2,3,2,-2,1,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,51,0.751,0.162,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/5/2020,-1,2,1,-3,0,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,85,1.252,0.501,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/6/2020,5,6,22,1,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,115,1.694,0.442,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/7/2020,0,2,7,-1,1,0,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,163,2.401,0.707,0.015,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/8/2020,4,2,15,2,1,-1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,206,3.034,0.633,0.015,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/9/2020,0,4,4,-3,0,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,273,4.021,0.987,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/10/2020,-2,5,4,-4,0,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,321,4.729,0.707,0.015,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/11/2020,0,5,10,-6,0,1,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,373,5.495,0.766,0.059,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/12/2020,-1,11,5,-8,-1,2,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,456,6.717,1.223,0,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/13/2020,-2,11,12,-9,-4,2,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,590,8.691,1.974,0.029,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/14/2020,-10,7,1,-15,-2,2,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,707,10.415,1.723,0.015,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/15/2020,-11,7,-1,-16,-4,2,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,1140,16.793,6.378,0.265,11.11,67886004,272.898,39753.244,2.54
United Kingdom,3/16/2020,-3,20,29,-16,-9,4,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,1391,20.49,3.697,0.221,14.81,67886004,272.898,39753.244,2.54
United Kingdom,3/17/2020,-15,21,6,-27,-16,7,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,1543,22.729,2.239,0.324,20.37,67886004,272.898,39753.244,2.54
United Kingdom,3/18/2020,-21,22,-3,-34,-23,10,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,1950,28.725,5.995,0.236,20.37,67886004,272.898,39753.244,2.54
United Kingdom,3/19/2020,-21,24,2,-37,-27,11,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,2630,38.741,10.017,0.501,20.37,67886004,272.898,39753.244,2.54
United Kingdom,3/20/2020,-28,10,6,-40,-29,13,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,3277,48.272,9.531,0.633,20.37,67886004,272.898,39753.244,2.54
United Kingdom,3/21/2020,-50,1,2,-46,-25,11,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,3983,58.672,10.4,0.53,29.63,67886004,272.898,39753.244,2.54
United Kingdom,3/22/2020,-56,-14,20,-46,-30,9,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,5018,73.918,15.246,0.825,35.19,67886004,272.898,39753.244,2.54
United Kingdom,3/23/2020,-45,-8,1,-53,-45,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,5683,83.714,9.796,0.516,70.37,67886004,272.898,39753.244,2.54
United Kingdom,3/24/2020,-71,-24,-14,-64,-58,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,6650,97.958,14.244,1.09,70.37,67886004,272.898,39753.244,2.54
United Kingdom,3/25/2020,-73,-26,-12,-68,-64,26,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,8077,118.979,21.021,2.195,70.37,67886004,272.898,39753.244,2.54
United Kingdom,3/26/2020,-74,-28,-11,-70,-66,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,9529,140.368,21.389,2.74,75.93,67886004,272.898,39753.244,2.54
United Kingdom,3/27/2020,-76,-29,-26,-71,-66,28,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,11658,171.729,31.361,2.696,75.93,67886004,272.898,39753.244,2.54
United Kingdom,3/28/2020,-83,-39,-54,-74,-57,20,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,14543,214.227,42.498,4.183,75.93,67886004,272.898,39753.244,2.54
United Kingdom,3/29/2020,-85,-46,-52,-75,-55,15,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,17089,251.731,37.504,4.331,75.93,67886004,272.898,39753.244,2.54
United Kingdom,3/30/2020,-74,-32,-33,-73,-69,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,19522,287.57,35.839,3.152,75.93,67886004,272.898,39753.244,2.54
United Kingdom,3/31/2020,-74,-30,-21,-72,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,22141,326.15,38.579,5.509,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/1/2020,-75,-32,-29,-73,-69,28,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,25150,370.474,44.324,5.627,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/2/2020,-75,-32,-24,-73,-70,29,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,29474,434.169,63.695,9.869,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/3/2020,-76,-30,-25,-72,-69,29,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,33718,496.686,62.517,9.604,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/4/2020,-81,-36,-38,-72,-57,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,38168,562.237,65.551,10.518,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/5/2020,-82,-41,-29,-70,-54,15,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,41903,617.255,55.019,11.195,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/6/2020,-73,-31,-20,-72,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,47806,704.21,86.955,9.486,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/7/2020,-73,-29,-7,-69,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,51608,760.216,56.006,8.367,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/8/2020,-73,-27,-14,-70,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,55242,813.747,53.531,15.29,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/9/2020,-71,-20,-13,-70,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,60733,894.632,80.886,15.231,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/10/2020,-78,-33,-18,-75,-80,32,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,65077,958.622,63.99,16.248,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/11/2020,-81,-32,-37,-70,-57,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,70272,1035.147,76.525,16.97,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/12/2020,-89,-63,-33,-71,-58,16,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,78991,1163.583,128.436,12.359,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/13/2020,-78,-41,-21,-78,-83,31,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,84279,1241.478,77.895,10.105,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/14/2020,-71,-26,-10,-69,-70,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,88621,1305.438,63.96,10.96,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/15/2020,-72,-27,-6,-69,-69,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,93873,1382.803,77.365,15.379,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/16/2020,-73,-27,-7,-70,-69,28,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,98476,1450.608,67.805,12.403,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/17/2020,-75,-30,-33,-71,-68,29,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,103093,1518.619,68.011,15.158,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/18/2020,-81,-37,-47,-71,-54,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,108692,1601.096,82.476,13.773,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/19/2020,-80,-40,-12,-66,-49,14,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,114217,1682.482,81.386,16.425,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/20/2020,-71,-30,-2,-68,-67,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,120067,1768.656,86.174,7.336,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/21/2020,-72,-28,2,-67,-67,26,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,124743,1837.536,68.88,8.234,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/22/2020,-72,-28,1,-67,-66,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,129044,1900.893,63.356,17.264,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/23/2020,-72,-27,6,-67,-66,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,133495,1966.458,65.566,12.329,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/24/2020,-73,-26,-4,-66,-65,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,138078,2033.969,67.51,10.709,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/25/2020,-78,-32,-23,-65,-51,18,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,143464,2113.307,79.339,14.804,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/26/2020,-78,-37,-10,-64,-48,14,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,148377,2185.679,72.371,12.418,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/27/2020,-69,-29,-3,-66,-65,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,152840,2251.421,65.743,6.187,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/28/2020,-74,-33,-42,-71,-66,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,157149,2314.895,63.474,4.979,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/29/2020,-73,-30,-31,-69,-66,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,161145,2373.759,58.863,13.39,75.93,67886004,272.898,39753.244,2.54
United Kingdom,4/30/2020,-74,-28,-31,-69,-66,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,165221,2433.801,60.042,11.711,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/1/2020,-74,-27,-22,-67,-64,27,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,171253,2522.655,88.855,9.928,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/2/2020,-78,-30,-18,-63,-49,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,177454,2614,91.344,10.886,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/3/2020,-79,-37,-21,-64,-46,14,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,182260,2684.795,70.795,9.148,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/4/2020,-69,-27,4,-64,-64,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,186599,2748.711,63.916,4.64,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/5/2020,-70,-25,4,-64,-64,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,190584,2807.412,58.701,4.242,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/6/2020,-69,-22,16,-62,-63,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,194990,2872.315,64.903,10.208,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/7/2020,-67,-15,16,-62,-63,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,201201,2963.807,91.492,9.56,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/8/2020,-75,-28,14,-68,-77,30,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,206715,3045.031,81.224,7.94,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/9/2020,-78,-29,-6,-62,-48,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,211364,3113.514,68.482,9.221,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/10/2020,-80,-37,-38,-68,-45,14,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,215260,3170.904,57.39,5.097,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/11/2020,-67,-25,-8,-64,-62,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,219183,3228.692,57.788,3.948,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/12/2020,-68,-23,7,-62,-62,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,223060,3285.802,57.11,3.093,75.93,67886004,272.898,39753.244,2.54
United Kingdom,5/13/2020,-68,-23,6,-62,-61,25,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,226463,3335.931,50.128,9.236,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/14/2020,-67,-21,28,-61,-61,23,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,229705,3383.687,47.757,7.277,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/15/2020,-69,-21,21,-60,-60,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,233151,3434.449,50.762,6.305,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/16/2020,-74,-25,5,-58,-43,15,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,236711,3486.89,52.441,5.657,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/17/2020,-74,-29,27,-55,-39,12,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,240161,3537.71,50.82,6.894,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/18/2020,-63,-20,36,-59,-59,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,243695,3589.768,52.058,2.504,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/19/2020,-64,-18,51,-57,-59,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,246406,3629.703,39.935,2.357,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/20/2020,-64,-16,68,-56,-59,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,248818,3665.233,35.53,8.028,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/21/2020,-64,-16,51,-58,-59,23,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,248293,3657.499,-7.734,5.347,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/22/2020,-66,-18,14,-59,-58,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,250908,3696.02,38.52,4.979,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/23/2020,-72,-23,-12,-59,-41,15,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,254195,3744.439,48.419,5.17,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/24/2020,-71,-25,38,-52,-36,11,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,257154,3788.027,43.588,4.154,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/25/2020,-64,-23,136,-60,-77,24,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,259559,3823.454,35.427,1.738,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/26/2020,-60,-14,66,-55,-59,21,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,261184,3847.391,23.937,1.782,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/27/2020,-61,-15,65,-55,-58,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,265227,3906.947,59.556,1.974,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/28/2020,-60,-12,77,-55,-58,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,267240,3936.599,29.653,6.069,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/29/2020,-62,-12,67,-53,-56,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,269127,3964.396,27.797,5.553,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/30/2020,-69,-16,48,-49,-31,12,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,271222,3995.257,30.861,4.773,69.44,67886004,272.898,39753.244,2.54
United Kingdom,5/31/2020,-67,-19,67,-45,-26,9,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,272826,4018.884,23.628,3.167,69.44,67886004,272.898,39753.244,2.54
United Kingdom,6/1/2020,-56,-13,74,-51,-53,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,274762,4047.403,28.518,1.665,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/2/2020,-59,-15,78,-51,-54,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,276332,4070.53,23.127,8.19,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/3/2020,-62,-19,0,-57,-54,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,277985,4094.879,24.35,4.773,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/4/2020,-61,-17,19,-56,-54,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,279856,4122.44,27.561,5.288,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/5/2020,-63,-17,9,-56,-53,22,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,281661,4149.029,26.589,2.593,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/6/2020,-70,-22,-17,-57,-33,14,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,283311,4173.334,24.305,5.259,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/7/2020,-67,-23,22,-51,-28,10,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,284868,4196.27,22.936,3.005,67.59,67886004,272.898,39753.244,2.54
United Kingdom,6/8/2020,-56,-17,44,-54,-52,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,286194,4215.803,19.533,1.134,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/9/2020,-58,-17,56,-53,-52,20,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,287399,4233.553,17.75,0.81,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/10/2020,-61,-19,-1,-58,-52,21,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,289140,4259.199,25.646,4.213,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/11/2020,-59,-17,15,-58,-52,21,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,290143,4273.974,14.775,3.609,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/12/2020,-61,-17,6,-57,-51,21,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,291409,4292.623,18.649,2.224,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/13/2020,-65,-17,41,-49,-24,11,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,292950,4315.322,22.7,2.976,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/14/2020,-63,-20,65,-46,-19,8,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,294375,4336.314,20.991,2.666,73.15,67886004,272.898,39753.244,2.54
United Kingdom,6/15/2020,-46,-14,63,-50,-50,18,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,295889,4358.616,22.302,0.53,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/16/2020,-50,-13,53,-51,-50,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,296857,4372.875,14.259,0.56,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/17/2020,-52,-14,34,-52,-50,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,298136,4391.715,18.84,3.432,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/18/2020,-54,-15,8,-56,-52,20,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,299251,4408.14,16.425,2.71,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/19/2020,-53,-11,20,-52,-50,19,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,300469,4426.082,17.942,1.989,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/20/2020,-57,-10,49,-43,-20,9,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,301815,4445.909,19.827,2.548,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/21/2020,-58,-17,37,-44,-14,7,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,303110,4464.985,19.076,1.886,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/22/2020,-45,-13,72,-49,-51,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,304331,4482.971,17.986,0.633,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/23/2020,-48,-10,90,-48,-51,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,305289,4497.083,14.112,0.221,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/24/2020,-49,-8,98,-47,-49,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,306210,4510.65,13.567,4.125,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/25/2020,-49,-6,102,-47,-49,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,306862,4520.254,9.604,2.269,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/26/2020,-51,-9,50,-48,-49,18,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,307980,4536.723,16.469,2.195,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/27/2020,-59,-15,-7,-49,-24,11,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,309360,4557.051,20.328,2.71,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/28/2020,-56,-19,22,-46,-17,8,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,310250,4570.161,13.11,1.473,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/29/2020,-45,-14,22,-50,-49,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,311151,4583.434,13.272,0.53,71.3,67886004,272.898,39753.244,2.54
United Kingdom,6/30/2020,-45,-12,34,-50,-48,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,311965,4595.424,11.991,0.368,71.3,67886004,272.898,39753.244,2.54
United Kingdom,7/1/2020,-47,-13,34,-49,-48,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,312654,4605.574,10.149,2.283,71.3,67886004,272.898,39753.244,2.54
United Kingdom,7/2/2020,-47,-11,39,-49,-48,17,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,313483,4617.785,12.212,2.593,71.3,67886004,272.898,39753.244,2.54
United Kingdom,7/3/2020,-49,-12,20,-49,-47,18,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,283757,4179.904,-437.881,1.311,71.3,67886004,272.898,39753.244,2.54
United Kingdom,7/4/2020,-51,-15,13,-41,-18,8,United Kingdom,60609153,"247,6",10.71,10.13,0.005,0.237,0.758,284276,4187.549,7.645,2.003,69.91,67886004,272.898,39753.244,2.54
