,index,country,response
1,2020-02-16,Canada,0.6432360767003251
2,2020-02-17,Canada,0.6870238827049047
3,2020-02-18,Canada,0.7308330506710545
4,2020-02-19,Canada,0.7746545049027862
5,2020-02-20,Canada,0.8185286962661111
6,2020-02-21,Canada,0.862562278031425
7,2020-02-22,Canada,0.9065907976623446
8,2020-02-23,Canada,0.9507357691482143
9,2020-02-24,Canada,0.9949687301403216
10,2020-02-25,Canada,1.03932781371915
11,2020-02-26,Canada,1.0838087510504826
12,2020-02-27,Canada,1.1284547785240857
13,2020-02-28,Canada,1.1733731044758375
14,2020-02-29,Canada,1.2183974313446333
15,2020-03-01,Canada,1.2636449037249804
16,2020-03-02,Canada,1.2926372027320072
17,2020-03-03,Canada,1.3218457648924993
18,2020-03-04,Canada,1.351254156010044
19,2020-03-05,Canada,1.380890963953446
20,2020-03-06,Canada,1.410846421426073
21,2020-03-07,Canada,1.440935142355162
22,2020-03-08,Canada,1.4712533398628267
23,2020-03-09,Canada,1.5017431312029919
24,2020-03-10,Canada,1.5324094582655325
25,2020-03-11,Canada,1.5632115362728465
26,2020-03-12,Canada,1.5941532982268685
27,2020-03-13,Canada,1.625300481831549
28,2020-03-14,Canada,1.656443844149731
29,2020-03-15,Canada,1.6876568618292014
30,2020-03-16,Canada,1.7188605117633688
31,2020-03-17,Canada,1.750040650118975
32,2020-03-18,Canada,1.7811398917879577
33,2020-03-19,Canada,1.8121484476091902
34,2020-03-20,Canada,1.8431215564800931
35,2020-03-21,Canada,1.8738429888627008
36,2020-03-22,Canada,1.9043829718412795
37,2020-03-23,Canada,1.934663124202606
38,2020-03-24,Canada,1.964673914537876
39,2020-03-25,Canada,1.9943665410975067
40,2020-03-26,Canada,2.0237436891361575
41,2020-03-27,Canada,2.05287680304715
42,2020-03-28,Canada,2.081569351785875
43,2020-03-29,Canada,2.1099144415346736
44,2020-03-30,Canada,2.1378593696171446
45,2020-03-31,Canada,2.1654226398366463
46,2020-04-01,Canada,2.192585346642523
47,2020-04-02,Canada,2.191660808606474
48,2020-04-03,Canada,2.1904730258054856
49,2020-04-04,Canada,2.1888575991333425
50,2020-04-05,Canada,2.1869393304438995
51,2020-04-06,Canada,2.184696184157219
52,2020-04-07,Canada,2.182175728586172
53,2020-04-08,Canada,2.179385976936908
54,2020-04-09,Canada,2.1763851056718364
55,2020-04-10,Canada,2.1732977097176507
56,2020-04-11,Canada,2.1699770949229595
57,2020-04-12,Canada,2.166561982838295
58,2020-04-13,Canada,2.163040241667429
59,2020-04-14,Canada,2.1594651816588577
60,2020-04-15,Canada,2.1558463382578887
61,2020-04-16,Canada,2.1522392221012305
62,2020-04-17,Canada,2.1487616947141586
63,2020-04-18,Canada,2.1452564676840877
64,2020-04-19,Canada,2.141848095797412
65,2020-04-20,Canada,2.1385070715489105
66,2020-04-21,Canada,2.1352665511435838
67,2020-04-22,Canada,2.1321136256390645
68,2020-04-23,Canada,2.129079605336723
69,2020-04-24,Canada,2.126256964259661
70,2020-04-25,Canada,2.1234624296992184
71,2020-04-26,Canada,2.120794574051023
72,2020-04-27,Canada,2.118198502917302
73,2020-04-28,Canada,2.11568315630738
74,2020-04-29,Canada,2.113213123748002
75,2020-04-30,Canada,2.110799429322465
76,2020-05-01,Canada,2.108516922412286
77,2020-05-02,Canada,2.0944627840400054
78,2020-05-03,Canada,2.0804293242233873
79,2020-05-04,Canada,2.0663540047558406
80,2020-05-05,Canada,2.052241852424199
81,2020-05-06,Canada,2.0380573341487924
82,2020-05-07,Canada,2.023815114496304
83,2020-05-08,Canada,2.009597332466253
84,2020-05-09,Canada,1.9952168758257693
85,2020-05-10,Canada,1.980775006873289
86,2020-05-11,Canada,1.9662259336914314
87,2020-05-12,Canada,1.9515938472061372
88,2020-05-13,Canada,1.936864331647782
89,2020-05-14,Canada,1.9220746143385181
90,2020-05-15,Canada,1.9073303033561615
91,2020-05-16,Canada,1.892468103603032
92,2020-05-17,Canada,1.8776128777320586
93,2020-05-18,Canada,1.8627416585898704
94,2020-05-19,Canada,1.8479001458330497
95,2020-05-20,Canada,1.833093606114752
96,2020-05-21,Canada,1.8183766537672321
97,2020-05-22,Canada,1.8038695704934762
98,2020-05-23,Canada,1.7894206633078529
99,2020-05-24,Canada,1.7751630344597347
100,2020-05-25,Canada,1.761078375707231
101,2020-05-26,Canada,1.747213323626788
102,2020-05-27,Canada,1.7335702976426681
103,2020-05-28,Canada,1.7201972982242486
104,2020-05-29,Canada,1.7072043225406892
105,2020-05-30,Canada,1.6944258939020704
106,2020-05-31,Canada,1.6819780742192174
107,2020-06-01,Canada,1.6698225658886692
108,2020-06-02,Canada,1.6689779880058726
109,2020-06-03,Canada,1.668427462843499
110,2020-06-04,Canada,1.6681925355347884
111,2020-06-05,Canada,1.6683555195505662
112,2020-06-06,Canada,1.6687225312973846
113,2020-06-07,Canada,1.669381017011827
114,2020-06-08,Canada,1.6702643678131501
115,2020-06-09,Canada,1.6713691420647327
116,2020-06-10,Canada,1.6726467985690512
117,2020-06-11,Canada,1.6740943996705901
118,2020-06-12,Canada,1.6757719233716735
119,2020-06-13,Canada,1.6774656631836518
120,2020-06-14,Canada,1.6792460682815245
121,2020-06-15,Canada,1.6810326149790296
122,2020-06-16,Canada,1.6828112251310587
123,2020-06-17,Canada,1.6845261327786645
124,2020-06-18,Canada,1.6861706572358512
125,2020-06-19,Canada,1.6878045221532307
126,2020-06-20,Canada,1.6892172009586375
127,2020-06-21,Canada,1.6904856440839513
128,2020-06-22,Canada,1.6915389828941674
129,2020-06-23,Canada,1.6923757307564617
130,2020-06-24,Canada,1.692955388186249
131,2020-06-25,Canada,1.6932889165303129
132,2020-06-26,Canada,1.6934557264623207
133,2020-06-27,Canada,1.6932666687481897
134,2020-06-28,Canada,1.6928213899042692
135,2020-06-29,Canada,1.6920726548779408
136,2020-06-30,Canada,1.6910431642541823
137,2020-07-01,Canada,1.6897167797073873
0,2020-02-15,Japan,0.36589007046919697
1,2020-02-16,Japan,0.3982146702489118
2,2020-02-17,Japan,0.4305261136865024
3,2020-02-18,Japan,0.46277689600784555
4,2020-02-19,Japan,0.4950414337490372
5,2020-02-20,Japan,0.5273027417791081
6,2020-02-21,Japan,0.5596693463142799
7,2020-02-22,Japan,0.5919719944333366
8,2020-02-23,Japan,0.624465155157182
9,2020-02-24,Japan,0.6569593612676083
10,2020-02-25,Japan,0.6894185611018226
11,2020-02-26,Japan,0.7219275548569364
12,2020-02-27,Japan,0.7544783714527306
13,2020-02-28,Japan,0.7871869145177168
14,2020-02-29,Japan,0.819889444591853
15,2020-03-01,Japan,0.852843898266034
16,2020-03-02,Japan,0.8544258281654127
17,2020-03-03,Japan,0.856034485718892
18,2020-03-04,Japan,0.8577514248080202
19,2020-03-05,Japan,0.859563181760107
20,2020-03-06,Japan,0.861578010442912
21,2020-03-07,Japan,0.8636225075671096
22,2020-03-08,Japan,0.8659431257802801
23,2020-03-09,Japan,0.8683386239635453
24,2020-03-10,Japan,0.8707576219089912
25,2020-03-11,Japan,0.8732663296019805
26,2020-03-12,Japan,0.8758353006936357
27,2020-03-13,Japan,0.8785565302617666
28,2020-03-14,Japan,0.8812404536812384
29,2020-03-15,Japan,0.8841178354871833
30,2020-03-16,Japan,0.8869725888738316
31,2020-03-17,Japan,0.8897396843777798
32,2020-03-18,Japan,0.892473209683029
33,2020-03-19,Japan,0.8951334223838288
34,2020-03-20,Japan,0.8978041087735171
35,2020-03-21,Japan,0.9002897993338532
36,2020-03-22,Japan,0.9028178246879044
37,2020-03-23,Japan,0.9051712486835655
38,2020-03-24,Japan,0.9072868344160554
39,2020-03-25,Japan,0.9092231036829457
40,2020-03-26,Japan,0.9109473315910215
41,2020-03-27,Japan,0.9125527905931321
42,2020-03-28,Japan,0.9138557971341985
43,2020-03-29,Japan,0.9150975484067754
44,2020-03-30,Japan,0.9160767907632756
45,2020-03-31,Japan,0.9167474814986019
46,2020-04-01,Japan,0.9171865112886408
47,2020-04-02,Japan,0.9080334603973252
48,2020-04-03,Japan,0.8987480916222719
49,2020-04-04,Japan,0.8891663803459586
50,2020-04-05,Japan,0.8795488390410515
51,2020-04-06,Japan,0.8697128057302006
52,2020-04-07,Japan,0.8596297425930715
53,2020-04-08,Japan,0.8493926199503168
54,2020-04-09,Japan,0.8390022422193777
55,2020-04-10,Japan,0.8285838447974516
56,2020-04-11,Japan,0.8179835291982336
57,2020-04-12,Japan,0.8074695372445078
58,2020-04-13,Japan,0.7968644180240414
59,2020-04-14,Japan,0.7861422600749766
60,2020-04-15,Japan,0.7753960651975902
61,2020-04-16,Japan,0.7646241204066833
62,2020-04-17,Japan,0.7539466956631067
63,2020-04-18,Japan,0.7432026321975602
64,2020-04-19,Japan,0.7326508185832843
65,2020-04-20,Japan,0.7221026035781968
66,2020-04-21,Japan,0.7115193125859509
67,2020-04-22,Japan,0.7009799377173138
68,2020-04-23,Japan,0.6904678508996263
69,2020-04-24,Japan,0.6800878601146678
70,2020-04-25,Japan,0.6696631656969405
71,2020-04-26,Japan,0.6594372058187759
72,2020-04-27,Japan,0.649206432177424
73,2020-04-28,Japan,0.6389181749252888
74,2020-04-29,Japan,0.6286386593785398
75,2020-04-30,Japan,0.6183400170227191
76,2020-05-01,Japan,0.6081176046259316
77,2020-05-02,Japan,0.593628920489369
78,2020-05-03,Japan,0.5792704144569676
79,2020-05-04,Japan,0.56483560491154
80,2020-05-05,Japan,0.5502712834058681
81,2020-05-06,Japan,0.5356455558952771
82,2020-05-07,Japan,0.5209348251329171
83,2020-05-08,Japan,0.5062410287649151
84,2020-05-09,Japan,0.4913886863739716
85,2020-05-10,Japan,0.47662674283330375
86,2020-05-11,Japan,0.4617612491580676
87,2020-05-12,Japan,0.4467530419829444
88,2020-05-13,Japan,0.4316854881416745
89,2020-05-14,Japan,0.41655114256430004
90,2020-05-15,Japan,0.4014686406224559
91,2020-05-16,Japan,0.3862793851502637
92,2020-05-17,Japan,0.3712490227245606
93,2020-05-18,Japan,0.3561997577134175
94,2020-05-19,Japan,0.34110767249818785
95,2020-05-20,Japan,0.3260701274372426
96,2020-05-21,Japan,0.31109209555888384
97,2020-05-22,Japan,0.2963027594405325
98,2020-05-23,Japan,0.28155193626585273
99,2020-05-24,Japan,0.2671113307432673
100,2020-05-25,Japan,0.25280666873974056
101,2020-05-26,Japan,0.23861488355254323
102,2020-05-27,Japan,0.22463143101909822
103,2020-05-28,Japan,0.21085659015934688
104,2020-05-29,Japan,0.1974120775663728
105,2020-05-30,Japan,0.1841375413430555
106,2020-05-31,Japan,0.171291933132677
107,2020-06-01,Japan,0.1586858090500698
108,2020-06-02,Japan,0.15927930365800158
109,2020-06-03,Japan,0.1601479737768141
110,2020-06-04,Japan,0.16127111573682384
111,2020-06-05,Japan,0.16274812780122616
112,2020-06-06,Japan,0.16439535357499935
113,2020-06-07,Japan,0.16644782368652322
114,2020-06-08,Japan,0.16869194007983168
115,2020-06-09,Japan,0.1710632652264401
116,2020-06-10,Japan,0.173614481921609
117,2020-06-11,Japan,0.17630236909374197
118,2020-06-12,Japan,0.17920511004770567
119,2020-06-13,Japan,0.18211948682460033
120,2020-06-14,Japan,0.1852629470036149
121,2020-06-15,Japan,0.1884065816355811
122,2020-06-16,Japan,0.1914731715141329
123,2020-06-17,Japan,0.19450536297826204
124,2020-06-18,Japan,0.19745281491040245
125,2020-06-19,Japan,0.2003896303570425
126,2020-06-20,Japan,0.20311162428198415
127,2020-06-21,Japan,0.20583841246384438
128,2020-06-22,Japan,0.20834635979536564
129,2020-06-23,Japan,0.21056654564844735
130,2020-06-24,Japan,0.21255280884071404
131,2020-06-25,Japan,0.2142687160729686
132,2020-06-26,Japan,0.2158047702975967
133,2020-06-27,Japan,0.21697541433887757
134,2020-06-28,Japan,0.2180208193035984
135,2020-06-29,Japan,0.21873950120590457
136,2020-06-30,Japan,0.21908592919029957
137,2020-07-01,Japan,0.21913819406484691
0,2020-02-15,Mexico,0.27515993689054774
1,2020-02-16,Mexico,0.30021868504273286
2,2020-02-17,Mexico,0.32518307592256335
3,2020-02-18,Mexico,0.35008933186196334
4,2020-02-19,Mexico,0.3750364730759115
5,2020-02-20,Mexico,0.4001199544263008
6,2020-02-21,Mexico,0.4254321204642011
7,2020-02-22,Mexico,0.45076850942930236
8,2020-02-23,Mexico,0.47640575464136514
9,2020-02-24,Mexico,0.5021122786654821
10,2020-02-25,Mexico,0.5279350606399449
11,2020-02-26,Mexico,0.5539809526533181
12,2020-02-27,Mexico,0.5803499554951328
13,2020-02-28,Mexico,0.6071353610375931
14,2020-02-29,Mexico,0.6341298006696858
15,2020-03-01,Mexico,0.6616029561971599
16,2020-03-02,Mexico,0.6754854630463107
17,2020-03-03,Mexico,0.6896356547192886
18,2020-03-04,Mexico,0.7041409033867145
19,2020-03-05,Mexico,0.7190776953492799
20,2020-03-06,Mexico,0.7345119871746633
21,2020-03-07,Mexico,0.7502055539953805
22,2020-03-08,Mexico,0.7663940840657135
23,2020-03-09,Mexico,0.7827982177826556
24,2020-03-10,Mexico,0.7994108113534475
25,2020-03-11,Mexico,0.8162788976295117
26,2020-03-12,Mexico,0.8334377478383876
27,2020-03-13,Mexico,0.8509119316562046
28,2020-03-14,Mexico,0.8684224020820368
29,2020-03-15,Mexico,0.8861653455736667
30,2020-03-16,Mexico,0.9038239811056519
31,2020-03-17,Mexico,0.9213565731681674
32,2020-03-18,Mexico,0.938779115752749
33,2020-03-19,Mexico,0.9561000756021905
34,2020-03-20,Mexico,0.97332207707107
35,2020-03-21,Mexico,0.990149540665108
36,2020-03-22,Mexico,1.0067680023654235
37,2020-03-23,Mexico,1.02285628541269
38,2020-03-24,Mexico,1.0383747792551645
39,2020-03-25,Mexico,1.0533482743408502
40,2020-03-26,Mexico,1.0678007348537877
41,2020-03-27,Mexico,1.0817568879504318
42,2020-03-28,Mexico,1.0949496403089096
43,2020-03-29,Mexico,1.1075990504729027
44,2020-03-30,Mexico,1.1194240327095564
45,2020-03-31,Mexico,1.130430053777106
46,2020-04-01,Mexico,1.1406912805392828
47,2020-04-02,Mexico,1.134862963725194
48,2020-04-03,Mexico,1.1284469926926333
49,2020-04-04,Mexico,1.121233563069528
50,2020-04-05,Mexico,1.1135007880822556
51,2020-04-06,Mexico,1.105025405719708
52,2020-04-07,Mexico,1.095869471359638
53,2020-04-08,Mexico,1.086161514047527
54,2020-04-09,Mexico,1.076029570526182
55,2020-04-10,Mexico,1.0656010094121893
56,2020-04-11,Mexico,1.0547081913105174
57,2020-04-12,Mexico,1.0436657287261228
58,2020-04-13,Mexico,1.032280556502112
59,2020-04-14,Mexico,1.0206381080529443
60,2020-04-15,Mexico,1.0088830873069563
61,2020-04-16,Mexico,0.9971522594902265
62,2020-04-17,Mexico,0.9855741792544679
63,2020-04-18,Mexico,0.9739749049496789
64,2020-04-19,Mexico,0.9626554627059241
65,2020-04-20,Mexico,0.9514022676250438
66,2020-04-21,Mexico,0.9402737907265584
67,2020-04-22,Mexico,0.929381951857291
68,2020-04-23,Mexico,0.9188256490958331
69,2020-04-24,Mexico,0.9086913279108186
70,2020-04-25,Mexico,0.8987596213026103
71,2020-04-26,Mexico,0.8892838050669738
72,2020-04-27,Mexico,0.8800012544191134
73,2020-04-28,Mexico,0.8709211684834299
74,2020-04-29,Mexico,0.8621070201285699
75,2020-04-30,Mexico,0.8536111188619131
76,2020-05-01,Mexico,0.8454761676482763
77,2020-05-02,Mexico,0.8368437582004287
78,2020-05-03,Mexico,0.8285308548862629
79,2020-05-04,Mexico,0.8202447831702342
80,2020-05-05,Mexico,0.8119706253131618
81,2020-05-06,Mexico,0.8037541414822478
82,2020-05-07,Mexico,0.7956366588894337
83,2020-05-08,Mexico,0.7876568027071249
84,2020-05-09,Mexico,0.7795580747687767
85,2020-05-10,Mexico,0.7715680038353927
86,2020-05-11,Mexico,0.7634100386417959
87,2020-05-12,Mexico,0.7550914408871128
88,2020-05-13,Mexico,0.7466856322116362
89,2020-05-14,Mexico,0.7382663854298928
90,2020-05-15,Mexico,0.7299087493842498
91,2020-05-16,Mexico,0.7213957314413442
92,2020-05-17,Mexico,0.7129964814202614
93,2020-05-18,Mexico,0.7044771697166148
94,2020-05-19,Mexico,0.6958878393925865
95,2020-05-20,Mexico,0.6873437094270649
96,2020-05-21,Mexico,0.678958342571252
97,2020-05-22,Mexico,0.6708435898538703
98,2020-05-23,Mexico,0.6628153574321871
99,2020-05-24,Mexico,0.6551709597631374
100,2020-05-25,Mexico,0.6476992701061599
101,2020-05-26,Mexico,0.6404669640354879
102,2020-05-27,Mexico,0.6335993463757701
103,2020-05-28,Mexico,0.6272131852540399
104,2020-05-29,Mexico,0.6214164723720748
105,2020-05-30,Mexico,0.6160141589257755
106,2020-05-31,Mexico,0.6112856314818647
107,2020-06-01,Mexico,0.6069951357782299
108,2020-06-02,Mexico,0.6110926076256664
109,2020-06-03,Mexico,0.6157525426718902
110,2020-06-04,Mexico,0.621050014736352
111,2020-06-05,Mexico,0.627047048488846
112,2020-06-06,Mexico,0.6334992278874729
113,2020-06-07,Mexico,0.6406341158104194
114,2020-06-08,Mexico,0.6481626724083434
115,2020-06-09,Mexico,0.6560669401453048
116,2020-06-10,Mexico,0.6643824546543549
117,2020-06-11,Mexico,0.6731327709577659
118,2020-06-12,Mexico,0.6823309879367772
119,2020-06-13,Mexico,0.6916872830006975
120,2020-06-14,Mexico,0.7013881833701205
121,2020-06-15,Mexico,0.711108744463445
122,2020-06-16,Mexico,0.7208008884876289
123,2020-06-17,Mexico,0.730476349962383
124,2020-06-18,Mexico,0.740141608036371
125,2020-06-19,Mexico,0.749799681669173
126,2020-06-20,Mexico,0.7591577958023468
127,2020-06-21,Mexico,0.7684066441286985
128,2020-06-22,Mexico,0.7772324211318855
129,2020-06-23,Mexico,0.7856048815695571
130,2020-06-24,Mexico,0.7935598819275693
131,2020-06-25,Mexico,0.8011337940087309
132,2020-06-26,Mexico,0.8083646792670374
133,2020-06-27,Mexico,0.8149992464631275
134,2020-06-28,Mexico,0.8212713342635087
135,2020-06-29,Mexico,0.8269131086480401
136,2020-06-30,Mexico,0.8319422512706245
137,2020-07-01,Mexico,0.8364436116432605
0,2020-02-15,Russia,0.4016361936508446
1,2020-02-16,Russia,0.4239747460982528
2,2020-02-17,Russia,0.44625413672556835
3,2020-02-18,Russia,0.46853649443488
4,2020-02-19,Russia,0.4907983599509027
5,2020-02-20,Russia,0.5130303499330644
6,2020-02-21,Russia,0.5355489151496915
7,2020-02-22,Russia,0.5579560344497541
8,2020-02-23,Russia,0.5802340508494472
9,2020-02-24,Russia,0.602492133504315
10,2020-02-25,Russia,0.6248083930564983
11,2020-02-26,Russia,0.6471744400178459
12,2020-02-27,Russia,0.6695945567571275
13,2020-02-28,Russia,0.6923969798498977
14,2020-02-29,Russia,0.7151931473663176
15,2020-03-01,Russia,0.7379721299434401
16,2020-03-02,Russia,0.7458386672342012
17,2020-03-03,Russia,0.7538792184307974
18,2020-03-04,Russia,0.7620820855387569
19,2020-03-05,Russia,0.7704445286188069
20,2020-03-06,Russia,0.7792840056729062
21,2020-03-07,Russia,0.7881974699925447
22,2020-03-08,Russia,0.7971559457979671
23,2020-03-09,Russia,0.806250877492583
24,2020-03-10,Russia,0.8155362882370305
25,2020-03-11,Russia,0.8249735420748987
26,2020-03-12,Russia,0.834530880888142
27,2020-03-13,Russia,0.844495229664771
28,2020-03-14,Russia,0.854432117367991
29,2020-03-15,Russia,0.8642809210350366
30,2020-03-16,Russia,0.874101913787654
31,2020-03-17,Russia,0.8839191367077914
32,2020-03-18,Russia,0.8936658723182687
33,2020-03-19,Russia,0.9032848741065083
34,2020-03-20,Russia,0.9130408287955545
35,2020-03-21,Russia,0.9224808823507571
36,2020-03-22,Russia,0.9315304219365981
37,2020-03-23,Russia,0.9402405803755558
38,2020-03-24,Russia,0.9486314705848367
39,2020-03-25,Russia,0.9566379172400543
40,2020-03-26,Russia,0.9642098318899759
41,2020-03-27,Russia,0.9716247025264764
42,2020-03-28,Russia,0.9784480255904366
43,2020-03-29,Russia,0.9846288724265824
44,2020-03-30,Russia,0.9902470593897919
45,2020-03-31,Russia,0.9953559345574812
46,2020-04-01,Russia,0.999927556510122
47,2020-04-02,Russia,0.998399078313831
48,2020-04-03,Russia,0.9966445402112356
49,2020-04-04,Russia,0.9942744754399842
50,2020-04-05,Russia,0.9912839768398403
51,2020-04-06,Russia,0.9877989923088784
52,2020-04-07,Russia,0.9839182250776117
53,2020-04-08,Russia,0.9796574338632862
54,2020-04-09,Russia,0.9750483095113651
55,2020-04-10,Russia,0.970449431388972
56,2020-04-11,Russia,0.9655051649028259
57,2020-04-12,Russia,0.9602397259009967
58,2020-04-13,Russia,0.9548029144680266
59,2020-04-14,Russia,0.9493115631469191
60,2020-04-15,Russia,0.9437935051379363
61,2020-04-16,Russia,0.9382862468584348
62,2020-04-17,Russia,0.933147853000305
63,2020-04-18,Russia,0.9280159073015399
64,2020-04-19,Russia,0.9229017735533569
65,2020-04-20,Russia,0.9179366550566082
66,2020-04-21,Russia,0.9132134903021285
67,2020-04-22,Russia,0.9087314803705429
68,2020-04-23,Russia,0.904495419820023
69,2020-04-24,Russia,0.9008273243172473
70,2020-04-25,Russia,0.8973262014305563
71,2020-04-26,Russia,0.8939631707895819
72,2020-04-27,Russia,0.8908284124174175
73,2020-04-28,Russia,0.8879739609699486
74,2020-04-29,Russia,0.8853591211743677
