,country,EDI,index
115,Japan,9.240418303885965,2020-05-26
116,Japan,9.254729538585682,2020-05-27
117,Japan,9.269040773285397,2020-05-28
118,Japan,9.283352007985112,2020-05-29
119,Japan,9.297663242684827,2020-05-30
120,Japan,9.311974477384542,2020-05-31
121,Japan,9.326285712084257,2020-06-01
122,Japan,9.327596371646408,2020-06-02
123,Japan,9.328907031208558,2020-06-03
124,Japan,9.33021769077071,2020-06-04
125,Japan,9.33152835033286,2020-06-05
126,Japan,9.332839009895011,2020-06-06
127,Japan,9.33414966945716,2020-06-07
128,Japan,9.33546032901931,2020-06-08
129,Japan,9.336770988581462,2020-06-09
130,Japan,9.338081648143612,2020-06-10
131,Japan,9.339392307705763,2020-06-11
132,Japan,9.340702967267914,2020-06-12
133,Japan,9.342013626830065,2020-06-13
134,Japan,9.343324286392216,2020-06-14
135,Japan,9.344634945954367,2020-06-15
136,Japan,9.345945605516516,2020-06-16
137,Japan,9.347256265078666,2020-06-17
138,Japan,9.348566924640817,2020-06-18
139,Japan,9.349877584202968,2020-06-19
140,Japan,9.351188243765119,2020-06-20
141,Japan,9.35249890332727,2020-06-21
142,Japan,9.35380956288942,2020-06-22
143,Japan,9.355120222451571,2020-06-23
144,Japan,9.356430882013722,2020-06-24
145,Japan,9.357741541575873,2020-06-25
146,Japan,9.359052201138024,2020-06-26
147,Japan,9.360362860700173,2020-06-27
148,Japan,9.361673520262324,2020-06-28
149,Japan,9.362984179824474,2020-06-29
150,Japan,9.364294839386625,2020-06-30
151,Japan,9.365605498948776,2020-07-01
0,Mexico,6.679106438839037,2020-02-01
1,Mexico,6.654950379964645,2020-02-02
2,Mexico,6.630794321090252,2020-02-03
3,Mexico,6.60663826221586,2020-02-04
4,Mexico,6.582482203341467,2020-02-05
5,Mexico,6.558326144467075,2020-02-06
6,Mexico,6.534170085592683,2020-02-07
7,Mexico,6.51001402671829,2020-02-08
8,Mexico,6.485857967843898,2020-02-09
9,Mexico,6.461701908969506,2020-02-10
10,Mexico,6.437545850095113,2020-02-11
11,Mexico,6.4133897912207205,2020-02-12
12,Mexico,6.3892337323463275,2020-02-13
13,Mexico,6.365077673471935,2020-02-14
14,Mexico,6.340921614597543,2020-02-15
15,Mexico,6.31676555572315,2020-02-16
16,Mexico,6.292609496848758,2020-02-17
17,Mexico,6.268453437974366,2020-02-18
18,Mexico,6.244297379099973,2020-02-19
19,Mexico,6.220141320225581,2020-02-20
20,Mexico,6.195985261351188,2020-02-21
21,Mexico,6.171829202476796,2020-02-22
22,Mexico,6.147673143602404,2020-02-23
23,Mexico,6.123517084728011,2020-02-24
24,Mexico,6.099361025853619,2020-02-25
25,Mexico,6.075204966979227,2020-02-26
26,Mexico,6.051048908104834,2020-02-27
27,Mexico,6.026892849230442,2020-02-28
28,Mexico,6.002736790356049,2020-02-29
29,Mexico,5.978580731481657,2020-03-01
30,Mexico,5.968251345153852,2020-03-02
31,Mexico,5.957921958826046,2020-03-03
32,Mexico,5.947592572498241,2020-03-04
33,Mexico,5.937263186170436,2020-03-05
34,Mexico,5.926933799842631,2020-03-06
35,Mexico,5.9166044135148255,2020-03-07
36,Mexico,5.906275027187021,2020-03-08
37,Mexico,5.895945640859216,2020-03-09
38,Mexico,5.885616254531411,2020-03-10
39,Mexico,5.875286868203605,2020-03-11
40,Mexico,5.8649574818758,2020-03-12
41,Mexico,5.854628095547995,2020-03-13
42,Mexico,5.84429870922019,2020-03-14
43,Mexico,5.833969322892385,2020-03-15
44,Mexico,5.82363993656458,2020-03-16
45,Mexico,5.813310550236775,2020-03-17
46,Mexico,5.80298116390897,2020-03-18
47,Mexico,5.792651777581164,2020-03-19
48,Mexico,5.782322391253359,2020-03-20
49,Mexico,5.771993004925554,2020-03-21
50,Mexico,5.7616636185977494,2020-03-22
51,Mexico,5.751334232269944,2020-03-23
52,Mexico,5.741004845942139,2020-03-24
53,Mexico,5.730675459614334,2020-03-25
54,Mexico,5.720346073286529,2020-03-26
55,Mexico,5.710016686958723,2020-03-27
56,Mexico,5.699687300630918,2020-03-28
57,Mexico,5.689357914303113,2020-03-29
58,Mexico,5.6790285279753085,2020-03-30
59,Mexico,5.668699141647503,2020-03-31
60,Mexico,5.658369755319698,2020-04-01
61,Mexico,5.663461977472225,2020-04-02
62,Mexico,5.668554199624752,2020-04-03
63,Mexico,5.673646421777279,2020-04-04
64,Mexico,5.6787386439298055,2020-04-05
65,Mexico,5.683830866082333,2020-04-06
66,Mexico,5.68892308823486,2020-04-07
67,Mexico,5.694015310387387,2020-04-08
68,Mexico,5.699107532539914,2020-04-09
69,Mexico,5.704199754692441,2020-04-10
70,Mexico,5.709291976844968,2020-04-11
71,Mexico,5.714384198997495,2020-04-12
72,Mexico,5.719476421150022,2020-04-13
73,Mexico,5.724568643302549,2020-04-14
74,Mexico,5.729660865455076,2020-04-15
75,Mexico,5.7347530876076025,2020-04-16
76,Mexico,5.73984530976013,2020-04-17
77,Mexico,5.744937531912657,2020-04-18
78,Mexico,5.750029754065184,2020-04-19
79,Mexico,5.755121976217711,2020-04-20
80,Mexico,5.760214198370238,2020-04-21
81,Mexico,5.765306420522765,2020-04-22
82,Mexico,5.770398642675292,2020-04-23
83,Mexico,5.775490864827819,2020-04-24
84,Mexico,5.780583086980346,2020-04-25
85,Mexico,5.785675309132873,2020-04-26
86,Mexico,5.7907675312854,2020-04-27
87,Mexico,5.795859753437927,2020-04-28
88,Mexico,5.800951975590454,2020-04-29
89,Mexico,5.806044197742981,2020-04-30
90,Mexico,5.811136419895508,2020-05-01
91,Mexico,5.816827707260858,2020-05-02
