response,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Country,Population,population_density,Birthrate,Deathrate,Agriculture,Industry,Service,total_cases,total_cases_per_million,new_cases_per_million,new_deaths_per_million,stringency_index,population,population_density,hospital_beds_per_thousand
0.8493926199503168,-22,2,16,-34,-16,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,4257,33.658,2.775,0.008,45.37,126476458,347.778,13.05
0.8390022422193777,-24,2,8,-36,-17,10,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,4768,37.699,4.04,0.032,45.37,126476458,347.778,13.05
0.8285838447974516,-26,4,0,-38,-18,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,5347,42.277,4.578,0.024,45.37,126476458,347.778,13.05
0.8179835291982336,-30,4,3,-48,-22,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,6005,47.479,5.202999999999999,0.047,45.37,126476458,347.778,13.05
0.8074695372445078,-40,-9,-35,-58,-22,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,6748,53.354,5.875,0.032,45.37,126476458,347.778,13.05
0.7968644180240414,-38,-15,-45,-45,-20,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,7255,57.361999999999995,4.0089999999999995,0.032,45.37,126476458,347.778,13.05
0.7861422600749766,-23,5,10,-41,-20,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,7645,60.446000000000005,3.0839999999999996,0.055,45.37,126476458,347.778,13.05
0.7753960651975902,-24,7,17,-41,-21,11,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,8100,64.044,3.5980000000000003,0.079,45.37,126476458,347.778,13.05
0.7646241204066833,-27,5,9,-43,-22,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,8582,67.855,3.8110000000000004,0.134,47.22,126476458,347.778,13.05
0.7539466956631067,-31,4,-1,-46,-23,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,9167,72.48,4.625,0.095,47.22,126476458,347.778,13.05
0.7432026321975602,-48,-14,-47,-60,-26,16,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,9795,77.445,4.965,0.047,47.22,126476458,347.778,13.05
0.7326508185832843,-40,-3,1,-53,-23,11,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,10361,81.92,4.475,0.055,47.22,126476458,347.778,13.05
0.7221026035781968,-37,-8,-33,-47,-23,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,10751,85.00399999999999,3.0839999999999996,0.079,47.22,126476458,347.778,13.05
0.7115193125859509,-31,1,8,-46,-25,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,11118,87.906,2.9019999999999997,0.11900000000000001,47.22,126476458,347.778,13.05
0.7009799377173138,-36,-4,-3,-48,-26,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,11496,90.89399999999999,2.989,0.0,47.22,126476458,347.778,13.05
0.6904678508996263,-36,-3,-4,-48,-26,15,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,11772,93.07700000000001,2.182,0.799,47.22,126476458,347.778,13.05
0.6800878601146678,-37,-1,-8,-48,-26,16,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,12240,96.777,3.7,0.237,47.22,126476458,347.778,13.05
0.6696631656969405,-41,-3,-9,-53,-26,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,12892,101.932,5.155,0.134,47.22,126476458,347.778,13.05
0.6594372058187759,-45,-9,-16,-58,-27,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,13182,104.225,2.293,0.111,47.22,126476458,347.778,13.05
0.649206432177424,-35,-5,-9,-47,-26,15,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,13385,105.83,1.605,0.024,47.22,126476458,347.778,13.05
0.6389181749252888,-28,2,4,-46,-27,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,13576,107.34,1.51,0.198,47.22,126476458,347.778,13.05
0.6286386593785398,-30,-5,23,-64,-64,22,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,13852,109.522,2.182,0.10300000000000001,47.22,126476458,347.778,13.05
0.6183400170227191,-30,4,8,-47,-32,16,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,14088,111.38799999999999,1.8659999999999999,0.20600000000000002,47.22,126476458,347.778,13.05
0.6081176046259316,-35,1,4,-50,-35,19,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,14281,112.914,1.526,0.134,47.22,126476458,347.778,13.05
0.593628920489369,-43,-5,-11,-55,-30,15,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,14544,114.994,2.079,0.20600000000000002,47.22,126476458,347.778,13.05
0.5792704144569676,-45,-9,-19,-58,-30,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,14839,117.32600000000001,2.332,0.26899999999999996,47.22,126476458,347.778,13.05
0.5648356049115401,-28,-6,4,-67,-73,29,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15057,119.05,1.724,0.142,47.22,126476458,347.778,13.05
0.5502712834058681,-23,0,29,-65,-73,29,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15231,120.426,1.376,0.087,47.22,126476458,347.778,13.05
0.5356455558952771,-36,-12,-17,-69,-72,30,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15354,121.398,0.973,0.174,47.22,126476458,347.778,13.05
0.5209348251329171,-31,1,3,-44,-26,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15463,122.26,0.862,0.063,47.22,126476458,347.778,13.05
0.5062410287649151,-34,0,6,-45,-27,16,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15547,122.92399999999999,0.664,0.047,47.22,126476458,347.778,13.05
0.4913886863739716,-39,-5,-20,-51,-20,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15628,123.564,0.64,0.348,47.22,126476458,347.778,13.05
0.4766267428333038,-38,-7,-35,-56,-24,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15747,124.505,0.941,0.095,47.22,126476458,347.778,13.05
0.4617612491580676,-32,-2,0,-42,-22,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15798,124.90899999999999,0.40299999999999997,0.063,47.22,126476458,347.778,13.05
0.4467530419829444,-30,0,6,-43,-23,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,15874,125.51,0.601,0.174,47.22,126476458,347.778,13.05
0.4316854881416745,-31,-1,4,-44,-23,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16024,126.696,1.186,0.198,47.22,126476458,347.778,13.05
0.4165511425643,-30,-1,6,-44,-23,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16079,127.13,0.435,0.15,40.74,126476458,347.778,13.05
0.4014686406224559,-32,0,-4,-44,-23,15,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16193,128.032,0.9009999999999999,0.182,40.74,126476458,347.778,13.05
0.3862793851502637,-40,-12,-52,-55,-23,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16237,128.38,0.348,0.11900000000000001,40.74,126476458,347.778,13.05
0.3712490227245606,-32,-1,-2,-48,-20,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16285,128.759,0.38,0.15,40.74,126476458,347.778,13.05
0.3561997577134175,-32,-7,-20,-42,-20,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16305,128.917,0.158,0.04,40.74,126476458,347.778,13.05
0.34110767249818785,-29,-4,-20,-43,-22,14,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16365,129.392,0.474,0.111,40.74,126476458,347.778,13.05
0.3260701274372426,-26,1,-6,-41,-21,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16385,129.55,0.158,0.063,40.74,126476458,347.778,13.05
0.31109209555888384,-27,-1,-8,-41,-21,12,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16424,129.858,0.308,0.047,40.74,126476458,347.778,13.05
0.2963027594405325,-29,-2,-5,-41,-21,13,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16513,130.562,0.7040000000000001,0.15,40.74,126476458,347.778,13.05
0.28155193626585273,-27,0,-8,-43,-20,11,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16536,130.744,0.182,0.095,40.74,126476458,347.778,13.05
0.2671113307432673,-27,-1,8,-42,-17,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16550,130.85399999999998,0.111,0.095,40.74,126476458,347.778,13.05
0.25280666873974056,-22,2,2,-35,-18,10,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16581,131.099,0.245,0.079,31.48,126476458,347.778,13.05
0.23861488355254326,-22,-1,-8,-36,-18,11,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16623,131.43200000000002,0.332,0.127,34.26,126476458,347.778,13.05
0.22463143101909824,-20,2,5,-35,-18,10,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16651,131.653,0.221,0.095,34.26,126476458,347.778,13.05
0.21085659015934688,-20,1,5,-34,-18,10,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16651,131.653,0.0,0.0,34.26,126476458,347.778,13.05
0.1974120775663728,-21,2,5,-34,-17,11,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16719,132.191,0.5379999999999999,0.127,34.26,126476458,347.778,13.05
0.1841375413430555,-20,3,1,-34,-14,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16804,132.863,0.672,0.095,34.26,126476458,347.778,13.05
0.17129193313267702,-22,0,-16,-39,-14,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16851,133.234,0.37200000000000005,0.04,34.26,126476458,347.778,13.05
0.1586858090500698,-21,-2,-13,-26,-11,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16884,133.495,0.261,0.008,26.85,126476458,347.778,13.05
0.15927930365800158,-16,2,5,-27,-13,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16930,133.859,0.364,0.016,26.85,126476458,347.778,13.05
0.1601479737768141,-19,1,5,-28,-13,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,16986,134.30200000000002,0.44299999999999995,0.047,26.85,126476458,347.778,13.05
0.16127111573682384,-18,2,2,-28,-13,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17018,134.555,0.253,0.024,26.85,126476458,347.778,13.05
0.16274812780122616,-18,1,1,-29,-15,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17064,134.918,0.364,0.032,26.85,126476458,347.778,13.05
0.16439535357499935,-17,1,-2,-31,-15,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17103,135.227,0.308,0.055,26.85,126476458,347.778,13.05
0.16644782368652322,-15,2,10,-32,-13,5,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17141,135.52700000000002,0.3,0.016,26.85,126476458,347.778,13.05
0.16869194007983168,-17,-1,1,-26,-11,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17174,135.78799999999998,0.261,0.0,26.85,126476458,347.778,13.05
0.1710632652264401,-13,2,7,-26,-12,8,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17210,136.07299999999998,0.285,0.0,26.85,126476458,347.778,13.05
0.173614481921609,-14,2,-1,-26,-13,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17251,136.39700000000002,0.324,0.024,26.85,126476458,347.778,13.05
0.17630236909374195,-20,-6,-26,-28,-14,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17292,136.721,0.324,0.008,26.85,126476458,347.778,13.05
0.17920511004770567,-16,0,-10,-27,-15,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17332,137.037,0.316,0.016,26.85,126476458,347.778,13.05
0.18211948682460036,-18,-6,-40,-35,-19,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17382,137.433,0.395,0.016,26.85,126476458,347.778,13.05
0.1852629470036149,-16,-2,-30,-36,-13,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17429,137.804,0.37200000000000005,0.008,26.85,126476458,347.778,13.05
0.1884065816355811,-12,3,-3,-23,-11,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17502,138.381,0.5770000000000001,0.0,26.85,126476458,347.778,13.05
0.1914731715141329,-9,3,6,-23,-11,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17587,139.054,0.672,0.016,26.85,126476458,347.778,13.05
0.19450536297826204,-11,2,10,-23,-12,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17628,139.378,0.324,0.032,26.85,126476458,347.778,13.05
0.19745281491040245,-16,-4,-14,-25,-13,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17668,139.694,0.316,0.032,26.85,126476458,347.778,13.05
0.2003896303570425,-15,-5,-26,-26,-15,9,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17740,140.263,0.569,0.0,26.85,126476458,347.778,13.05
0.20311162428198412,-7,6,10,-21,-12,4,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17799,140.73,0.466,0.134,26.85,126476458,347.778,13.05
0.2058384124638444,-9,2,11,-24,-10,4,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17799,140.73,0.0,0.0,24.07,126476458,347.778,13.05
0.20834635979536564,-16,-5,-14,-22,-11,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17916,141.655,0.925,0.008,24.07,126476458,347.778,13.05
0.21056654564844732,-8,3,6,-20,-11,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,17968,142.066,0.41100000000000003,0.016,24.07,126476458,347.778,13.05
0.21255280884071406,-11,1,6,-21,-11,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18027,142.532,0.466,0.063,24.07,126476458,347.778,13.05
0.2142687160729686,-11,2,-13,-20,-12,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18110,143.189,0.6559999999999999,0.04,24.07,126476458,347.778,13.05
0.2158047702975967,-11,1,-7,-21,-13,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18197,143.877,0.688,0.008,24.07,126476458,347.778,13.05
0.2169754143388776,-8,3,0,-20,-15,5,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18297,144.667,0.7909999999999999,0.016,24.07,126476458,347.778,13.05
0.2180208193035984,-12,-1,-20,-28,-12,5,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18390,145.403,0.735,0.0,24.07,126476458,347.778,13.05
0.21873950120590455,-9,0,1,-19,-9,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18476,146.083,0.68,0.008,24.07,126476458,347.778,13.05
0.2190859291902996,-11,-2,-22,-21,-10,7,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18593,147.00799999999998,0.925,0.0,24.07,126476458,347.778,13.05
0.2191381940648469,-13,-2,-12,-21,-9,6,Japan,127463611,337.4,9.37,9.16,0.017,0.258,0.725,18723,148.035,1.028,0.016,24.07,126476458,347.778,13.05
0.2751599368905477,6,4,6,4,3,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.3002186850427329,7,6,7,6,2,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.3251830759225633,2,4,3,5,11,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.3500893318619633,0,-1,3,2,9,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.3750364730759115,0,0,2,3,8,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.4001199544263008,0,-1,2,3,7,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.4254321204642011,-2,-2,-1,4,11,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.4507685094293024,0,0,7,4,4,0,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.4764057546413651,2,1,8,7,2,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.5021122786654821,-2,0,6,4,8,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.5279350606399449,-2,-2,7,2,6,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.5539809526533181,-3,-1,3,1,6,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.5803499554951328,1,1,0,2,7,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,0.0,128932753,66.444,1.38
0.6071353610375931,3,6,3,6,12,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,0,0.0,0.0,0.0,2.78,128932753,66.444,1.38
0.6341298006696858,6,8,5,5,6,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,2,0.016,0.016,0.0,2.78,128932753,66.444,1.38
0.6616029561971599,6,9,7,7,3,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,4,0.031,0.016,0.0,2.78,128932753,66.444,1.38
0.6754854630463107,1,6,2,4,10,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.008,0.0,2.78,128932753,66.444,1.38
0.6896356547192886,1,3,2,2,9,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7041409033867145,1,4,2,3,9,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7190776953492799,2,3,3,3,8,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7345119871746633,-1,0,0,3,12,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7502055539953805,1,2,4,2,6,0,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7663940840657135,3,3,10,4,3,0,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5,0.039,0.0,0.0,2.78,128932753,66.444,1.38
0.7827982177826556,-11,-6,-8,-17,-16,7,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,7,0.054000000000000006,0.016,0.0,2.78,128932753,66.444,1.38
0.7994108113534475,-2,0,2,3,9,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,7,0.054000000000000006,0.0,0.0,2.78,128932753,66.444,1.38
0.8162788976295117,-1,2,2,2,8,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,7,0.054000000000000006,0.0,0.0,2.78,128932753,66.444,1.38
0.8334377478383876,1,4,3,3,8,-2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,11,0.085,0.031,0.0,2.78,128932753,66.444,1.38
0.8509119316562046,2,6,3,5,5,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,16,0.124,0.039,0.0,2.78,128932753,66.444,1.38
0.8684224020820368,2,10,6,4,3,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,26,0.20199999999999999,0.078,0.0,2.78,128932753,66.444,1.38
0.8861653455736667,0,7,6,-4,1,-1,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,41,0.318,0.11599999999999999,0.0,2.78,128932753,66.444,1.38
0.903823981105652,-11,5,-7,-30,-54,13,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,53,0.41100000000000003,0.09300000000000001,0.0,2.78,128932753,66.444,1.38
0.9213565731681674,-7,5,-8,-9,-3,2,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,82,0.636,0.225,0.0,2.78,128932753,66.444,1.38
0.938779115752749,-13,3,-14,-17,-10,6,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,93,0.721,0.085,0.0,2.78,128932753,66.444,1.38
0.9561000756021903,-17,1,-16,-22,-14,7,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,118,0.915,0.19399999999999998,0.0,2.78,128932753,66.444,1.38
0.9733220770710699,-23,-3,-22,-26,-14,9,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,164,1.272,0.35700000000000004,0.0,2.78,128932753,66.444,1.38
0.990149540665108,-31,-7,-32,-29,-7,9,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,203,1.574,0.302,0.016,8.33,128932753,66.444,1.38
1.0067680023654235,-37,-13,-37,-33,-10,8,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,251,1.9469999999999998,0.37200000000000005,0.0,8.33,128932753,66.444,1.38
1.02285628541269,-31,-14,-30,-37,-29,12,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,316,2.451,0.504,0.0,19.44,128932753,66.444,1.38
1.0383747792551643,-35,-16,-33,-41,-34,14,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,367,2.846,0.396,0.016,52.78,128932753,66.444,1.38
1.0533482743408502,-37,-16,-36,-44,-36,16,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,405,3.141,0.295,0.008,52.78,128932753,66.444,1.38
1.0678007348537877,-37,-17,-36,-46,-37,16,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,475,3.6839999999999997,0.5429999999999999,0.0,63.89,128932753,66.444,1.38
1.0817568879504318,-39,-17,-37,-47,-34,17,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,585,4.537,0.853,0.023,63.89,128932753,66.444,1.38
1.0949496403089096,-40,-14,-39,-43,-18,12,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,717,5.561,1.024,0.031,63.89,128932753,66.444,1.38
1.1075990504729027,-45,-19,-46,-47,-20,11,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,848,6.577000000000001,1.016,0.031,63.89,128932753,66.444,1.38
1.1194240327095564,-35,-15,-36,-47,-38,15,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,993,7.702000000000001,1.125,0.031,82.41,128932753,66.444,1.38
1.130430053777106,-35,-15,-37,-48,-41,16,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1094,8.485,0.7829999999999999,0.062,82.41,128932753,66.444,1.38
1.1406912805392828,-37,-13,-39,-50,-44,18,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1215,9.424,0.938,0.008,82.41,128932753,66.444,1.38
1.1348629637251941,-47,-12,-41,-52,-46,19,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1378,10.687999999999999,1.264,0.062,82.41,128932753,66.444,1.38
1.1284469926926333,-56,-11,-43,-52,-43,21,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1510,11.712,1.024,0.10099999999999999,82.41,128932753,66.444,1.38
1.121233563069528,-57,-11,-46,-48,-27,16,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1688,13.092,1.381,0.078,82.41,128932753,66.444,1.38
1.1135007880822556,-62,-19,-52,-51,-27,13,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,1890,14.659,1.567,0.147,82.41,128932753,66.444,1.38
1.105025405719708,-54,-15,-41,-54,-49,19,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,2143,16.621,1.962,0.11599999999999999,82.41,128932753,66.444,1.38
1.095869471359638,-53,-18,-42,-56,-52,20,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,2439,18.917,2.296,0.24,82.41,128932753,66.444,1.38
1.086161514047527,-52,-13,-42,-55,-53,20,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,2785,21.6,2.6839999999999997,0.124,82.41,128932753,66.444,1.38
1.076029570526182,-58,-16,-46,-62,-64,23,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,3181,24.671999999999997,3.071,0.256,82.41,128932753,66.444,1.38
1.0656010094121893,-71,-30,-57,-72,-72,30,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,3441,26.688000000000002,2.017,0.155,82.41,128932753,66.444,1.38
1.0547081913105174,-66,-26,-54,-63,-49,20,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,3844,29.814,3.1260000000000003,0.302,82.41,128932753,66.444,1.38
1.0436657287261228,-65,-29,-58,-57,-31,13,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,4219,32.722,2.908,0.31,82.41,128932753,66.444,1.38
1.032280556502112,-54,-20,-45,-56,-49,20,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,4661,36.150999999999996,3.428,0.17800000000000002,82.41,128932753,66.444,1.38
1.0206381080529443,-54,-19,-44,-57,-50,21,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5014,38.888000000000005,2.738,0.27899999999999997,82.41,128932753,66.444,1.38
1.0088830873069563,-51,-13,-44,-56,-50,21,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5399,41.875,2.986,0.574,82.41,128932753,66.444,1.38
0.9971522594902263,-51,-15,-45,-57,-51,22,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,5847,45.349,3.475,0.33399999999999996,82.41,128932753,66.444,1.38
0.985574179254468,-55,-18,-47,-58,-47,24,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,6297,48.839,3.49,0.287,82.41,128932753,66.444,1.38
0.9739749049496788,-59,-23,-51,-55,-29,17,Mexico,107449525,54.5,20.69,4.74,0.038,0.259,0.7020000000000001,6875,53.321999999999996,4.4830000000000005,0.465,82.41,128932753,66.444,1.38
