country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Country,Population,Pop. Density (per sq. mi.),GDP ($ per capita),Birthrate,Deathrate,Agriculture,Industry,Service,_merge,location,total_cases,total_cases_per_million,new_cases_per_million,new_deaths_per_million,stringency_index,population,population_density,aged_65_older,aged_70_older,gdp_per_capita,hospital_beds_per_thousand
BR,Brazil,,,,,,2020-02-15,5.0,4.0,-5.0,8.0,6.0,0.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-16,2.0,3.0,-13.0,3.0,0.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-17,-2.0,0.0,-12.0,9.0,19.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-18,-3.0,-1.0,-11.0,9.0,15.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-19,-1.0,-2.0,-5.0,8.0,14.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-20,1.0,7.0,2.0,11.0,15.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-21,2.0,10.0,1.0,12.0,13.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-22,-3.0,6.0,12.0,6.0,-4.0,0.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-23,4.0,7.0,32.0,2.0,-3.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-24,-14.0,-7.0,69.0,-27.0,-45.0,8.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-25,-31.0,-29.0,51.0,-35.0,-61.0,10.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,0.0,0.0,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-26,-18.0,-11.0,-8.0,-17.0,-18.0,6.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1.0,0.005,0.005,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-27,-8.0,2.0,-11.0,1.0,10.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1.0,0.005,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-28,-5.0,3.0,-17.0,2.0,13.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1.0,0.005,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-02-29,-3.0,5.0,-23.0,-2.0,5.0,3.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1.0,0.005,0.0,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-01,-9.0,3.0,-34.0,-10.0,-1.0,5.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2.0,0.009000000000000001,0.005,0.0,5.56,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-02,-6.0,1.0,-25.0,6.0,20.0,0.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2.0,0.009000000000000001,0.0,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-03,-5.0,2.0,-21.0,6.0,15.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2.0,0.009000000000000001,0.0,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-04,-1.0,2.0,-11.0,7.0,16.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2.0,0.009000000000000001,0.0,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-05,0.0,7.0,-5.0,10.0,18.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,3.0,0.013999999999999999,0.005,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-06,6.0,11.0,-7.0,13.0,18.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,8.0,0.038,0.024,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-07,9.0,13.0,-14.0,8.0,7.0,0.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,13.0,0.061,0.024,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-08,8.0,11.0,-17.0,2.0,3.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,13.0,0.061,0.0,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-09,1.0,5.0,-12.0,12.0,21.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,25.0,0.11800000000000001,0.055999999999999994,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-10,0.0,5.0,-11.0,11.0,17.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,25.0,0.11800000000000001,0.0,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-11,1.0,2.0,-6.0,10.0,17.0,-1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,34.0,0.16,0.042,0.0,11.11,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-12,-2.0,4.0,-5.0,10.0,17.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,52.0,0.245,0.085,0.0,28.7,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-13,0.0,7.0,-8.0,10.0,18.0,-2.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,77.0,0.36200000000000004,0.11800000000000001,0.0,37.96,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-14,-2.0,7.0,-15.0,0.0,6.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,98.0,0.461,0.099,0.0,42.13,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-15,-8.0,7.0,-21.0,-7.0,0.0,3.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,121.0,0.569,0.10800000000000001,0.0,42.13,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-16,-11.0,6.0,-23.0,-4.0,14.0,1.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,200.0,0.941,0.37200000000000005,0.0,42.13,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-17,-19.0,7.0,-28.0,-15.0,3.0,4.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,234.0,1.101,0.16,0.0,57.87,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-18,-25.0,5.0,-28.0,-22.0,-6.0,7.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,291.0,1.369,0.268,0.005,60.65,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-19,-36.0,2.0,-34.0,-31.0,-17.0,10.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,428.0,2.0140000000000002,0.645,0.013999999999999999,66.2,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-20,-45.0,0.0,-45.0,-37.0,-21.0,13.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,621.0,2.9219999999999997,0.9079999999999999,0.009000000000000001,66.2,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-21,-63.0,-16.0,-66.0,-50.0,-30.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,904.0,4.253,1.331,0.024,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-22,-72.0,-33.0,-75.0,-60.0,-34.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1128.0,5.307,1.054,0.033,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-23,-65.0,-26.0,-61.0,-58.0,-42.0,20.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1546.0,7.273,1.9669999999999999,0.033,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-24,-71.0,-33.0,-62.0,-63.0,-51.0,22.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,1891.0,8.896,1.6230000000000002,0.042,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-25,-69.0,-32.0,-57.0,-63.0,-52.0,23.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2201.0,10.355,1.4580000000000002,0.055999999999999994,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-26,-69.0,-29.0,-54.0,-62.0,-50.0,22.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2433.0,11.446,1.091,0.052000000000000005,71.76,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-27,-67.0,-26.0,-56.0,-60.0,-48.0,23.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,2915.0,13.714,2.2680000000000002,0.094,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-28,-70.0,-27.0,-64.0,-59.0,-41.0,19.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,3417.0,16.076,2.362,0.071,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-29,-71.0,-35.0,-70.0,-62.0,-34.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,3904.0,18.367,2.291,0.10400000000000001,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-30,-62.0,-26.0,-55.0,-59.0,-43.0,20.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,4256.0,20.023,1.656,0.10400000000000001,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-03-31,-60.0,-21.0,-53.0,-58.0,-45.0,19.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,4579.0,21.541999999999998,1.52,0.10800000000000001,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-01,-58.0,-19.0,-48.0,-57.0,-45.0,20.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,5717.0,26.896,5.354,0.198,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-02,-59.0,-17.0,-48.0,-57.0,-45.0,20.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,6836.0,32.16,5.263999999999999,0.188,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-03,-60.0,-14.0,-52.0,-55.0,-42.0,20.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,7910.0,37.213,5.053,0.273,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-04,-63.0,-13.0,-60.0,-53.0,-35.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,9056.0,42.605,5.391,0.282,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-05,-67.0,-24.0,-66.0,-57.0,-30.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,10278.0,48.354,5.749,0.34299999999999997,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-06,-56.0,-14.0,-53.0,-53.0,-38.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,11130.0,52.361999999999995,4.008,0.254,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-07,-53.0,-8.0,-50.0,-53.0,-40.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,12056.0,56.718,4.356,0.315,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-08,-52.0,-7.0,-46.0,-52.0,-40.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,13717.0,64.533,7.814,0.536,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-09,-49.0,11.0,-40.0,-49.0,-41.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,15927.0,74.93,10.397,0.626,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-10,-76.0,-38.0,-58.0,-69.0,-72.0,27.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,17857.0,84.009,9.08,0.6629999999999999,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-11,-59.0,-5.0,-59.0,-52.0,-36.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,19638.0,92.38799999999999,8.379,0.541,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-12,-67.0,-25.0,-67.0,-55.0,-26.0,13.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,20727.0,97.512,5.122999999999999,0.32,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-13,-54.0,-19.0,-52.0,-53.0,-35.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,22169.0,104.296,6.784,0.466,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-14,-56.0,-20.0,-54.0,-55.0,-39.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,23430.0,110.228,5.932,0.494,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-15,-54.0,-17.0,-47.0,-53.0,-38.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,25262.0,118.84700000000001,8.619,0.96,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-16,-56.0,-14.0,-46.0,-53.0,-38.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,28320.0,133.233,14.387,0.96,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-17,-55.0,-11.0,-50.0,-51.0,-36.0,19.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,30425.0,143.136,9.902999999999999,0.884,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-18,-61.0,-15.0,-59.0,-50.0,-28.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,33682.0,158.459,15.323,1.021,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-19,-67.0,-23.0,-64.0,-56.0,-25.0,14.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,36599.0,172.18200000000002,13.722999999999999,0.9690000000000001,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-20,-53.0,-11.0,-47.0,-53.0,-39.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,38654.0,181.85,9.668,0.541,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-21,-71.0,-37.0,-51.0,-68.0,-67.0,23.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,40581.0,190.916,9.066,0.532,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-22,-53.0,-15.0,-45.0,-51.0,-34.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,43079.0,202.668,11.752,0.7809999999999999,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-23,-56.0,-17.0,-44.0,-54.0,-36.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,45757.0,215.267,12.599,0.7759999999999999,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-24,-55.0,-14.0,-48.0,-50.0,-32.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,49492.0,232.838,17.572,1.915,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-25,-59.0,-14.0,-55.0,-48.0,-25.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,52995.0,249.31900000000002,16.48,1.68,74.54,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-26,-65.0,-22.0,-61.0,-54.0,-23.0,14.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,58509.0,275.26,25.941,1.6280000000000001,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-27,-54.0,-19.0,-50.0,-51.0,-30.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,61888.0,291.156,15.897,0.889,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-28,-53.0,-16.0,-48.0,-50.0,-33.0,13.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,66501.0,312.858,21.701999999999998,1.59,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-29,-52.0,-15.0,-43.0,-50.0,-32.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,71886.0,338.19300000000004,25.334,2.23,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-04-30,-48.0,3.0,-37.0,-46.0,-31.0,14.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,78162.0,367.718,29.526,2.112,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-01,-71.0,-33.0,-49.0,-66.0,-66.0,25.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,85380.0,401.676,33.958,2.046,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-02,-57.0,-7.0,-54.0,-50.0,-27.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,91589.0,430.88699999999994,29.211,2.0140000000000002,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-03,-65.0,-21.0,-62.0,-54.0,-21.0,13.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,96559.0,454.26800000000003,23.381999999999998,1.9809999999999999,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-04,-50.0,-10.0,-48.0,-48.0,-27.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,101147.0,475.853,21.585,1.294,77.31,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-05,-50.0,-7.0,-47.0,-48.0,-31.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,107780.0,507.05800000000005,31.205,1.393,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-06,-49.0,-6.0,-44.0,-48.0,-31.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,114715.0,539.684,32.626,2.823,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-07,-48.0,1.0,-43.0,-47.0,-31.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,125218.0,589.096,49.412,2.8930000000000002,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-08,-46.0,7.0,-43.0,-43.0,-28.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,135106.0,635.615,46.519,2.87,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-09,-47.0,10.0,-52.0,-40.0,-19.0,13.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,145328.0,683.705,48.09,3.533,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-10,-59.0,-4.0,-62.0,-45.0,-5.0,10.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,155939.0,733.625,49.92,3.4339999999999997,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-11,-49.0,-11.0,-47.0,-47.0,-27.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,162699.0,765.428,31.803,2.333,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-12,-51.0,-11.0,-49.0,-48.0,-31.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,168331.0,791.924,26.496,1.8630000000000002,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-13,-51.0,-14.0,-46.0,-49.0,-31.0,17.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,177589.0,835.4789999999999,43.555,4.145,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-14,-52.0,-12.0,-46.0,-49.0,-31.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,188974.0,889.041,53.56100000000001,3.5239999999999996,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-15,-52.0,-7.0,-49.0,-48.0,-29.0,18.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,202918.0,954.6410000000001,65.6,3.971,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-16,-55.0,-8.0,-56.0,-46.0,-21.0,15.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,218223.0,1026.645,72.003,3.877,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-17,-63.0,-17.0,-61.0,-52.0,-16.0,14.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,233142.0,1096.8319999999999,70.187,3.839,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
BR,Brazil,,,,,,2020-05-18,-50.0,-13.0,-48.0,-48.0,-26.0,16.0,Brazil,188078227,"22,1",7600.0,16.56,6.17,0.084,0.4,0.516,both,Brazil,241080.0,1134.177,37.345,2.282,81.02,212559409.0,25.04,8.552,5.06,14103.452,2.2
