level_0,index,Core CPI,Unemployment rate,Stock Markets
90,2015M07 [2015M07],129.9930411,25.26111871,112.1413469
91,2015M08 [2015M08],130.1322199,25.29121338,105.2422362
92,2015M09 [2015M09],130.8281141,25.32552688,98.36259358
93,2015M10 [2015M10],130.967293,25.21742274,105.8443453
94,2015M11 [2015M11],131.1064718,25.27376084,100.0981186
95,2015M12 [2015M12],131.3848295,25.18848937,89.53593056
96,2016M01 [2016M01],132.3590814,26.42444494,79.20499066
97,2016M02 [2016M02],134.1684064,26.28761913,83.57418249
98,2016M03 [2016M03],135.421016,26.37798675,91.44226875
99,2016M04 [2016M04],135.8385525,26.29859841,96.75180865
100,2016M05 [2016M05],135.9777314,26.48454671,91.94309804
101,2016M06 [2016M06],136.5344468,26.5481141,94.68582759
102,2016M07 [2016M07],137.3695198,26.79694562,98.4827451
103,2016M08 [2016M08],137.6478775,26.84050648,103.1952295
104,2016M09 [2016M09],138.0654141,26.87910358,100.7716778
105,2016M10 [2016M10],138.3437717,27.15698255,99.55822941
106,2016M11 [2016M11],138.4829506,27.21054128,97.40009001
107,2016M12 [2016M12],139.1788448,27.16627758,97.44103438
108,2017M01 [2017M01],139.5963814,27.55185498,103.9326448
109,2017M02 [2017M02],141.1273486,27.46877083,106.9802635
110,2017M03 [2017M03],142.1016006,27.49453145,108.0029662
111,2017M04 [2017M04],142.3799582,27.37590845,106.0898707
112,2017M05 [2017M05],142.5191371,27.5143402,109.9555933
113,2017M06 [2017M06],143.0758525,27.58753583,107.9948959
114,2017M07 [2017M07],143.7717467,27.39714569,109.6912154
115,2017M08 [2017M08],143.9109255,27.4440535,113.6884536
116,2017M09 [2017M09],144.4676409,27.48653109,114.385335
117,2017M10 [2017M10],144.6068198,27.21051451,113.6143823
118,2017M11 [2017M11],144.6068198,27.2637487,115.0818453
119,2017M12 [2017M12],145.0243563,27.27128133,119.6955776
120,2018M01 [2018M01],145.302714,26.70892334,134.2683562
121,2018M02 [2018M02],146.9728601,26.70160545,132.1376303
122,2018M03 [2018M03],147.947112,26.67477621,131.5355677
123,2018M04 [2018M04],148.7821851,26.82215657,126.3509958
124,2018M05 [2018M05],148.7821851,26.91789257,123.8530537
125,2018M06 [2018M06],149.0605428,27.00925909,115.872217
126,2018M07 [2018M07],149.8956159,27.19642904,114.6876006
127,2018M08 [2018M08],149.8956159,27.26661878,110.329108
128,2018M09 [2018M09],150.5915101,27.33627446,103.5423719
129,2018M10 [2018M10],150.7306889,27.49150725,98.05993524
130,2018M11 [2018M11],151.0090466,27.57465477,100.2963265
131,2018M12 [2018M12],151.4265832,27.6531277,97.46816294
132,2019M01 [2019M01],151.7049408,27.67293802,104.0892511
133,2019M02 [2019M02],153.375087,27.76133333,106.8497111
