level_0,index,Core CPI,Unemployment rate,Stock Markets
90,2015M07 [2015M07],121.0909091,3.247738543,117.0875184
91,2015M08 [2015M08],118.4242424,3.304983713,108.6032797
92,2015M09 [2015M09],121.8181818,3.30169502,99.94853347
93,2015M10 [2015M10],124.2424242,3.30748998,105.9641911
94,2015M11 [2015M11],124.3636364,3.300523187,105.3024074
95,2015M12 [2015M12],124.7272727,3.377469643,102.4948392
96,2016M01 [2016M01],124.1212121,3.342468885,92.00011143
97,2016M02 [2016M02],125.0909091,3.328983169,89.15640309
98,2016M03 [2016M03],124.969697,3.373869275,94.84057698
99,2016M04 [2016M04],123.5151515,3.406348079,98.10415964
100,2016M05 [2016M05],123.5151515,3.474365755,94.20519655
101,2016M06 [2016M06],123.6363636,3.453397409,96.4427676
102,2016M07 [2016M07],124.1212121,3.343209432,100.4865881
103,2016M08 [2016M08],124.2424242,3.392064929,105.9527862
104,2016M09 [2016M09],124.4848485,3.388090822,110.0518201
105,2016M10 [2016M10],124.8484848,3.410438497,109.3990777
106,2016M11 [2016M11],124.969697,3.406102202,105.7342845
107,2016M12 [2016M12],125.2121212,3.274583149,103.8767779
108,2017M01 [2017M01],125.3333333,3.342659436,106.6496899
109,2017M02 [2017M02],124.8484848,3.320598379,110.8609101
110,2017M03 [2017M03],125.2121212,3.260601164,112.1918758
111,2017M04 [2017M04],126.1818182,3.21468025,113.1565089
112,2017M05 [2017M05],125.8181818,3.170817993,117.2958047
113,2017M06 [2017M06],125.8181818,3.156475028,120.0881714
114,2017M07 [2017M07],126.4242424,3.151676919,122.2355246
115,2017M08 [2017M08],126.5454545,3.110157307,127.6385939
116,2017M09 [2017M09],125.9393939,3.100672858,128.9563788
117,2017M10 [2017M10],126.1818182,3.034077186,131.9112998
118,2017M11 [2017M11],126.6666667,3.015221445,135.6962976
119,2017M12 [2017M12],127.1515152,2.960881642,135.0672898
120,2018M01 [2018M01],126.6666667,2.919246572,147.621971
121,2018M02 [2018M02],128,2.889697067,143.5539513
122,2018M03 [2018M03],127.8787879,2.834912731,142.8865712
123,2018M04 [2018M04],127.6363636,2.811133295,140.3372591
124,2018M05 [2018M05],127.5151515,2.767573174,141.8169956
