level_0,index,Core CPI,Unemployment rate,Stock Markets
90,2015M07 [2015M07],154.3076923,5.511870199,30.4928977
91,2015M08 [2015M08],155.3846154,5.59400903,24.09409273
92,2015M09 [2015M09],156.6153846,5.478022628,23.31885053
93,2015M10 [2015M10],157.6923077,5.579183612,26.36731412
94,2015M11 [2015M11],158.6153846,5.835546545,25.97410498
95,2015M12 [2015M12],159.5384615,5.704713636,22.00713937
96,2016M01 [2016M01],160.9230769,5.507447987,17.50266661
97,2016M02 [2016M02],162,5.579055085,18.35753425
98,2016M03 [2016M03],162.9230769,5.816308581,23.76582684
99,2016M04 [2016M04],163.6923077,5.812087546,26.7738712
100,2016M05 [2016M05],164.4615385,5.644738588,27.10958836
101,2016M06 [2016M06],165.2307692,5.54893601,27.78538503
102,2016M07 [2016M07],165.6923077,5.495688028,28.6375925
103,2016M08 [2016M08],166.3076923,5.484273316,28.80432568
104,2016M09 [2016M09],167.2307692,5.474751586,29.86479926
105,2016M10 [2016M10],167.8461538,5.482338543,31.19107602
106,2016M11 [2016M11],168.4615385,5.432416352,30.36763166
107,2016M12 [2016M12],169.0769231,5.203744787,35.38033908
108,2017M01 [2017M01],169.6923077,5.320873214,38.20172277
109,2017M02 [2017M02],170,5.396273992,38.91808962
110,2017M03 [2017M03],170.1538462,5.222698484,37.46639419
111,2017M04 [2017M04],170.4615385,5.211714692,38.30866743
112,2017M05 [2017M05],170.6153846,5.254108411,37.70550561
113,2017M06 [2017M06],170.9230769,5.235929193,34.15979658
114,2017M07 [2017M07],171.0769231,5.277370152,33.52497387
115,2017M08 [2017M08],171.3846154,5.172376647,34.40020876
116,2017M09 [2017M09],171.8461538,5.169256512,38.0590547
117,2017M10 [2017M10],172.1538462,5.087433139,38.54117608
118,2017M11 [2017M11],172.3076923,5.030271069,37.98590368
119,2017M12 [2017M12],172.6153846,5.01154908,38.07997798
120,2018M01 [2018M01],173.0769231,4.928153851,43.56579588
121,2018M02 [2018M02],173.2307692,4.796511946,43.50654798
122,2018M03 [2018M03],173.3846154,4.831090546,43.25252067
123,2018M04 [2018M04],173.8461538,4.815433004,37.24460421
124,2018M05 [2018M05],174.1538462,4.764693637,36.91274856
125,2018M06 [2018M06],174.7692308,4.82431556,35.52649985
126,2018M07 [2018M07],175.2307692,4.764043017,36.22661985
127,2018M08 [2018M08],175.8461538,4.866584303,32.17465492
128,2018M09 [2018M09],176.6153846,4.660489403,32.2710642
129,2018M10 [2018M10],177.3846154,4.689659887,34.02147212
130,2018M11 [2018M11],178.1538462,4.734587675,33.12377946
131,2018M12 [2018M12],179.0769231,4.712934193,32.20989398
132,2019M01 [2019M01],180.1538462,4.736897939,34.23544322
133,2019M02 [2019M02],180.7692308,4.704669252,35.6424732
134,2019M03 [2019M03],181.3846154,4.637835749,36.20205958
135,2019M04 [2019M04],181.8461538,4.61583065,37.91142057
136,2019M05 [2019M05],182.3076923,4.573952132,38.0005507
137,2019M06 [2019M06],182.7692308,4.513334045,41.42878322
138,2019M07 [2019M07],183.0769231,4.55432811,42.66089458
139,2019M08 [2019M08],183.3846154,4.566452258,38.16176398
140,2019M09 [2019M09],183.6923077,4.653802935,40.90614227
141,2019M10 [2019M10],184,4.591367806,41.46208349
142,2019M11 [2019M11],184.4615385,4.536433207,44.57700591
143,2019M12 [2019M12],184.7692308,4.516572383,46.58769532
144,2020M01 [2020M01],185.0769231,4.538149068,50.32692415
145,2020M02 [2020M02],185.2307692,4.40000179,46.10299114
146,2020M03 [2020M03],186.1538462,4.640327776,27.87007546
147,2020M04 [2020M04],187.0769231,5.718894458,28.46937381
148,2020M05 [2020M05],187.5384615,6.169457453,31.48838528
149,2020M06 [2020M06],188.1538462,6.268784932,35.56404484
150,2020M07 [2020M07],188.1538462,6.268784932,34.17806615
